21123.179: [GC 21123.179: [ParNew: 461082K->46643K(471872K), 0.1327190 secs] 8011762K->7626975K(11361088K), 0.1329890 secs] [Times: user=0.66 sys=0.09, real=0.13 secs] 
21131.251: [GC 21131.252: [ParNew: 466099K->22565K(471872K), 0.1265690 secs] 8046431K->7627433K(11361088K), 0.1268590 secs] [Times: user=0.52 sys=0.06, real=0.13 secs] 
21138.395: [GC 21138.395: [ParNew: 442021K->24154K(471872K), 0.0990100 secs] 8046889K->7629023K(11361088K), 0.0992710 secs] [Times: user=0.56 sys=0.01, real=0.10 secs] 
21148.799: [GC 21148.799: [ParNew: 443610K->28537K(471872K), 0.0826250 secs] 8048479K->7633406K(11361088K), 0.0828920 secs] [Times: user=0.87 sys=0.00, real=0.08 secs] 
21154.450: [GC 21154.451: [ParNew: 447993K->29803K(471872K), 0.0553710 secs] 8052862K->7634672K(11361088K), 0.0556400 secs] [Times: user=0.56 sys=0.01, real=0.06 secs] 
21165.194: [GC 21165.194: [ParNew: 449259K->26337K(471872K), 0.0730910 secs] 8054128K->7634852K(11361088K), 0.0734230 secs] [Times: user=0.62 sys=0.01, real=0.08 secs] 
21168.456: [GC 21168.456: [ParNew: 445793K->41633K(471872K), 0.2093680 secs] 8054308K->7652948K(11361088K), 0.2096630 secs] [Times: user=2.15 sys=0.01, real=0.21 secs] 
21174.206: [GC 21174.206: [ParNew: 461089K->30294K(471872K), 0.0712130 secs] 8072404K->7649663K(11361088K), 0.0714950 secs] [Times: user=0.39 sys=0.03, real=0.08 secs] 
21181.149: [GC 21181.150: [ParNew: 449750K->31800K(471872K), 0.0847910 secs] 8069119K->7651169K(11361088K), 0.0850650 secs] [Times: user=0.60 sys=0.01, real=0.08 secs] 
21187.116: [GC 21187.116: [ParNew: 451256K->38371K(471872K), 0.0836290 secs] 8070625K->7659737K(11361088K), 0.0839170 secs] [Times: user=0.63 sys=0.01, real=0.09 secs] 
21192.056: [GC 21192.056: [ParNew: 457827K->43964K(471872K), 0.1152880 secs] 8079193K->7668847K(11361088K), 0.1155810 secs] [Times: user=0.63 sys=0.01, real=0.12 secs] 
21200.315: [GC 21200.315: [ParNew: 463420K->36898K(471872K), 0.1437760 secs] 8088303K->7677495K(11361088K), 0.1440430 secs] [Times: user=0.56 sys=0.03, real=0.14 secs] 
21206.009: [GC 21206.009: [ParNew: 456354K->42619K(471872K), 0.0744180 secs] 8096951K->7683216K(11361088K), 0.0747040 secs] [Times: user=0.59 sys=0.00, real=0.08 secs] 
21215.992: [GC 21215.993: [ParNew: 462075K->46587K(471872K), 0.1650010 secs] 8102672K->7717441K(11361088K), 0.1652300 secs] [Times: user=0.66 sys=0.08, real=0.16 secs] 
21220.519: [GC 21220.519: [ParNew: 466043K->33639K(471872K), 0.1265800 secs] 8136897K->7727786K(11361088K), 0.1268180 secs] [Times: user=0.53 sys=0.07, real=0.13 secs] 
21221.380: [GC 21221.380: [ParNew: 453095K->40106K(471872K), 0.0550230 secs] 8147242K->7734253K(11361088K), 0.0552800 secs] [Times: user=0.64 sys=0.01, real=0.06 secs] 
21222.140: [GC 21222.140: [ParNew: 459562K->52416K(471872K), 0.1803690 secs] 8153709K->7778423K(11361088K), 0.1806310 secs] [Times: user=0.89 sys=0.10, real=0.18 secs] 
21222.874: [GC 21222.874: [ParNew: 471872K->52416K(471872K), 0.2051070 secs] 8197879K->7829576K(11361088K), 0.2053530 secs] [Times: user=0.87 sys=0.16, real=0.20 secs] 
21223.892: [GC 21223.892: [ParNew: 471872K->52416K(471872K), 0.2532140 secs] 8249032K->7869680K(11361088K), 0.2534900 secs] [Times: user=0.97 sys=0.12, real=0.26 secs] 
21228.180: [GC 21228.180: [ParNew: 471872K->52416K(471872K), 0.3026190 secs] 8289136K->7910182K(11361088K), 0.3029000 secs] [Times: user=0.85 sys=0.14, real=0.30 secs] 
21234.307: [GC 21234.308: [ParNew: 471872K->28282K(471872K), 0.0594570 secs] 8329638K->7886049K(11361088K), 0.0597450 secs] [Times: user=0.63 sys=0.00, real=0.06 secs] 
21244.819: [GC 21244.819: [ParNew: 447738K->51191K(471872K), 0.1542940 secs] 8305505K->7908958K(11361088K), 0.1545530 secs] [Times: user=0.73 sys=0.00, real=0.15 secs] 
21249.971: [GC 21249.971: [ParNew: 470647K->47253K(471872K), 0.1195840 secs] 8328414K->7921672K(11361088K), 0.1198470 secs] [Times: user=0.68 sys=0.06, real=0.12 secs] 
21262.931: [GC 21262.931: [ParNew: 466709K->43676K(471872K), 0.1855730 secs] 8341128K->7946924K(11361088K), 0.1858530 secs] [Times: user=0.65 sys=0.08, real=0.19 secs] 
21267.103: [GC 21267.103: [ParNew: 463132K->50384K(471872K), 0.1931180 secs] 8366380K->7953632K(11361088K), 0.1934350 secs] [Times: user=0.66 sys=0.00, real=0.19 secs] 
21278.393: [GC 21278.394: [ParNew: 469840K->16699K(471872K), 0.0761570 secs] 8373088K->7933055K(11361088K), 0.0764310 secs] [Times: user=0.48 sys=0.04, real=0.08 secs] 
21292.784: [GC 21292.784: [ParNew: 436155K->42454K(471872K), 0.0935340 secs] 8352511K->7958811K(11361088K), 0.0938050 secs] [Times: user=0.68 sys=0.01, real=0.09 secs] 
21298.275: [GC 21298.275: [ParNew: 461685K->44357K(471872K), 0.1556220 secs] 8378042K->7989834K(11361088K), 0.1558870 secs] [Times: user=0.70 sys=0.09, real=0.16 secs] 
21307.554: [GC 21307.554: [ParNew: 463813K->45792K(471872K), 0.2458130 secs] 8409290K->8018175K(11361088K), 0.2461380 secs] [Times: user=0.63 sys=0.06, real=0.24 secs] 
21322.519: [GC 21322.519: [ParNew: 465248K->29400K(471872K), 0.0962790 secs] 8437631K->8001784K(11361088K), 0.0965690 secs] [Times: user=0.59 sys=0.01, real=0.10 secs] 
21326.242: [GC 21326.242: [ParNew: 448856K->29672K(471872K), 0.0711310 secs] 8421240K->8002055K(11361088K), 0.0714090 secs] [Times: user=0.58 sys=0.01, real=0.08 secs] 
21336.698: [GC 21336.698: [ParNew: 449128K->42660K(471872K), 0.0714790 secs] 8421511K->8015043K(11361088K), 0.0717420 secs] [Times: user=0.56 sys=0.00, real=0.07 secs] 
21340.909: [GC 21340.910: [ParNew: 462116K->52416K(471872K), 0.1234420 secs] 8434499K->8042624K(11361088K), 0.1237100 secs] [Times: user=0.66 sys=0.05, real=0.12 secs] 
21347.117: [GC 21347.117: [ParNew: 471872K->52416K(471872K), 0.2913990 secs] 8462080K->8095295K(11361088K), 0.2916820 secs] [Times: user=0.86 sys=0.12, real=0.29 secs] 
21354.027: [GC 21354.027: [ParNew: 471872K->52416K(471872K), 0.1879640 secs] 8514751K->8114634K(11361088K), 0.1882420 secs] [Times: user=0.76 sys=0.03, real=0.19 secs] 
21358.303: [GC 21358.303: [ParNew: 471872K->52416K(471872K), 0.2516970 secs] 8534090K->8171948K(11361088K), 0.2519810 secs] [Times: user=0.90 sys=0.15, real=0.25 secs] 
21361.222: [GC 21361.222: [ParNew: 471872K->28131K(471872K), 0.1262750 secs] 8591404K->8172144K(11361088K), 0.1265500 secs] [Times: user=0.52 sys=0.07, real=0.13 secs] 
21364.206: [GC 21364.206: [ParNew: 447587K->45816K(471872K), 0.0747430 secs] 8591600K->8189829K(11361088K), 0.0750220 secs] [Times: user=0.77 sys=0.00, real=0.07 secs] 
21368.266: [GC 21368.266: [ParNew: 465272K->39331K(471872K), 0.1468890 secs] 8609285K->8214987K(11361088K), 0.1471960 secs] [Times: user=0.64 sys=0.08, real=0.15 secs] 
21369.781: [GC 21369.782: [ParNew: 458787K->52416K(471872K), 0.0541130 secs] 8634443K->8230135K(11361088K), 0.0543740 secs] [Times: user=0.62 sys=0.01, real=0.05 secs] 
21377.953: [GC 21377.953: [ParNew: 471872K->52416K(471872K), 0.3250620 secs] 8649591K->8293456K(11361088K), 0.3253150 secs] [Times: user=0.88 sys=0.18, real=0.33 secs] 
21381.270: [GC 21381.270: [ParNew: 471872K->36029K(471872K), 0.1868290 secs] 8712912K->8302224K(11361088K), 0.1870860 secs] [Times: user=0.59 sys=0.06, real=0.18 secs] 
21386.331: [GC 21386.331: [ParNew: 455485K->52415K(471872K), 0.1153110 secs] 8721680K->8320137K(11361088K), 0.1156430 secs] [Times: user=0.71 sys=0.01, real=0.11 secs] 
21392.514: [GC 21392.514: [ParNew: 471871K->52415K(471872K), 0.1749480 secs] 8739593K->8358722K(11361088K), 0.1752320 secs] [Times: user=0.76 sys=0.11, real=0.18 secs] 
21398.865: [GC 21398.865: [ParNew: 471871K->46162K(471872K), 0.1581860 secs] 8778178K->8377274K(11361088K), 0.1584450 secs] [Times: user=0.63 sys=0.07, real=0.16 secs] 
21400.668: [GC 21400.669: [ParNew: 465618K->35716K(471872K), 0.1476530 secs] 8796730K->8394091K(11361088K), 0.1479440 secs] [Times: user=0.64 sys=0.07, real=0.15 secs] 
21403.748: [GC 21403.748: [ParNew: 455172K->30282K(471872K), 0.1119260 secs] 8813547K->8388658K(11361088K), 0.1122020 secs] [Times: user=0.59 sys=0.00, real=0.11 secs] 
21408.361: [GC 21408.361: [ParNew: 449738K->20820K(471872K), 0.0749860 secs] 8808114K->8379195K(11361088K), 0.0752600 secs] [Times: user=0.56 sys=0.01, real=0.07 secs] 
21411.989: [GC 21411.989: [ParNew: 440276K->41219K(471872K), 0.1408070 secs] 8798651K->8399594K(11361088K), 0.1410890 secs] [Times: user=0.66 sys=0.01, real=0.14 secs] 
21415.323: [GC 21415.323: [ParNew: 460675K->52416K(471872K), 0.1299630 secs] 8819050K->8434452K(11361088K), 0.1302330 secs] [Times: user=0.81 sys=0.06, real=0.13 secs] 
21419.625: [GC 21419.625: [ParNew: 471872K->52416K(471872K), 0.2588530 secs] 8853908K->8489822K(11361088K), 0.2591440 secs] [Times: user=0.93 sys=0.11, real=0.26 secs] 
21424.892: [GC 21424.892: [ParNew: 471872K->42162K(471872K), 0.1713050 secs] 8909278K->8512358K(11361088K), 0.1715490 secs] [Times: user=0.58 sys=0.10, real=0.18 secs] 
21428.991: [GC 21428.991: [ParNew: 461618K->19547K(471872K), 0.0571680 secs] 8931814K->8489744K(11361088K), 0.0574360 secs] [Times: user=0.54 sys=0.01, real=0.06 secs] 
21430.030: [GC 21430.030: [ParNew: 439003K->33882K(471872K), 0.0633190 secs] 8909200K->8504078K(11361088K), 0.0636410 secs] [Times: user=0.68 sys=0.00, real=0.07 secs] 
21430.790: [GC 21430.791: [ParNew: 453338K->52416K(471872K), 0.0601860 secs] 8923534K->8525718K(11361088K), 0.0604690 secs] [Times: user=0.70 sys=0.01, real=0.06 secs] 
21431.641: [GC 21431.641: [ParNew: 471872K->52416K(471872K), 0.1219990 secs] 8945174K->8549883K(11361088K), 0.1222680 secs] [Times: user=0.70 sys=0.09, real=0.12 secs] 
21432.482: [GC 21432.482: [ParNew: 471872K->52416K(471872K), 0.1239910 secs] 8969339K->8569065K(11361088K), 0.1242650 secs] [Times: user=0.62 sys=0.07, real=0.13 secs] 
21434.219: [GC 21434.219: [ParNew: 471872K->52416K(471872K), 0.2467460 secs] 8988521K->8597942K(11361088K), 0.2470180 secs] [Times: user=0.84 sys=0.06, real=0.25 secs] 
21441.096: [GC 21441.096: [ParNew: 471872K->49555K(471872K), 0.2920740 secs] 9017398K->8638452K(11361088K), 0.2923280 secs] [Times: user=0.95 sys=0.20, real=0.29 secs] 
21445.770: [GC 21445.770: [ParNew: 469011K->52416K(471872K), 0.1625300 secs] 9057908K->8662881K(11361088K), 0.1627920 secs] [Times: user=0.85 sys=0.05, real=0.16 secs] 
21450.796: [GC 21450.796: [ParNew: 471872K->52416K(471872K), 0.4090480 secs] 9082337K->8737229K(11361088K), 0.4093050 secs] [Times: user=1.01 sys=0.17, real=0.40 secs] 
21456.331: [GC 21456.331: [ParNew: 471872K->52416K(471872K), 0.1686240 secs] 9156685K->8742902K(11361088K), 0.1688880 secs] [Times: user=0.73 sys=0.00, real=0.17 secs] 
21463.495: [GC 21463.495: [ParNew: 471872K->52416K(471872K), 0.1262210 secs] 9162358K->8766468K(11361088K), 0.1265000 secs] [Times: user=0.66 sys=0.07, real=0.13 secs] 
21465.273: [GC 21465.273: [ParNew: 471872K->45668K(471872K), 0.1872190 secs] 9185924K->8793338K(11361088K), 0.1874980 secs] [Times: user=0.64 sys=0.09, real=0.19 secs] 
21472.896: [GC 21472.896: [ParNew: 465124K->25957K(471872K), 0.1047940 secs] 9212794K->8773626K(11361088K), 0.1050660 secs] [Times: user=0.58 sys=0.01, real=0.11 secs] 
21480.322: [GC 21480.323: [ParNew: 445413K->45326K(471872K), 0.0567470 secs] 9193082K->8792995K(11361088K), 0.0570290 secs] [Times: user=0.63 sys=0.00, real=0.06 secs] 
21483.968: [GC 21483.968: [ParNew: 464782K->34467K(471872K), 0.1510630 secs] 9212451K->8818812K(11361088K), 0.1512820 secs] [Times: user=0.62 sys=0.11, real=0.16 secs] 
21489.056: [GC 21489.056: [ParNew: 453923K->49543K(471872K), 0.1316410 secs] 9238268K->8833889K(11361088K), 0.1319360 secs] [Times: user=0.68 sys=0.00, real=0.13 secs] 
21493.718: [GC 21493.718: [ParNew: 468999K->40360K(471872K), 0.1000980 secs] 9253345K->8838786K(11361088K), 0.1003960 secs] [Times: user=0.63 sys=0.02, real=0.10 secs] 
21495.375: [GC 21495.375: [ParNew: 459816K->41812K(471872K), 0.1729790 secs] 9258242K->8866492K(11361088K), 0.1732420 secs] [Times: user=0.63 sys=0.08, real=0.17 secs] 
21497.022: [GC 21497.022: [ParNew: 461152K->38104K(471872K), 0.1581810 secs] 9285833K->8872777K(11361088K), 0.1584410 secs] [Times: user=0.51 sys=0.03, real=0.16 secs] 
21499.276: [GC 21499.277: [ParNew: 457560K->52416K(471872K), 0.1030180 secs] 9292233K->8904363K(11361088K), 0.1032780 secs] [Times: user=0.73 sys=0.05, real=0.11 secs] 
21503.727: [GC 21503.728: [ParNew: 471872K->52415K(471872K), 0.2986230 secs] 9323819K->8958500K(11361088K), 0.2988640 secs] [Times: user=0.88 sys=0.15, real=0.30 secs] 
21507.410: [GC 21507.410: [ParNew: 471871K->52416K(471872K), 0.1746680 secs] 9377956K->8997159K(11361088K), 0.1749080 secs] [Times: user=0.97 sys=0.11, real=0.18 secs] 
21518.370: [GC 21518.370: [ParNew: 471872K->52416K(471872K), 0.2800820 secs] 9416615K->9055287K(11361088K), 0.2803070 secs] [Times: user=0.96 sys=0.14, real=0.28 secs] 
21525.324: [GC 21525.324: [ParNew: 471872K->24935K(471872K), 0.1478560 secs] 9474743K->9054991K(11361088K), 0.1481320 secs] [Times: user=0.64 sys=0.07, real=0.14 secs] 
21533.159: [GC 21533.160: [ParNew: 444391K->40625K(471872K), 0.0637180 secs] 9474447K->9070681K(11361088K), 0.0639980 secs] [Times: user=0.64 sys=0.00, real=0.07 secs] 
21540.660: [GC 21540.660: [ParNew: 460081K->36854K(471872K), 0.0540350 secs] 9490137K->9077784K(11361088K), 0.0542890 secs] [Times: user=0.51 sys=0.04, real=0.06 secs] 
21546.849: [GC 21546.849: [ParNew: 456310K->41841K(471872K), 0.1149230 secs] 9497240K->9106006K(11361088K), 0.1151750 secs] [Times: user=0.64 sys=0.07, real=0.11 secs] 
21557.472: [GC 21557.472: [ParNew: 461297K->37409K(471872K), 0.1746390 secs] 9525462K->9127585K(11361088K), 0.1749190 secs] [Times: user=0.58 sys=0.07, real=0.18 secs] 
21561.697: [GC 21561.697: [ParNew: 456865K->46210K(471872K), 0.1146700 secs] 9547041K->9136386K(11361088K), 0.1149620 secs] [Times: user=1.33 sys=0.00, real=0.11 secs] 
21573.282: [GC 21573.283: [ParNew: 465666K->35433K(471872K), 0.1392210 secs] 9555842K->9152846K(11361088K), 0.1394960 secs] [Times: user=0.55 sys=0.09, real=0.14 secs] 
21584.083: [GC 21584.084: [ParNew: 454889K->16976K(471872K), 0.0764220 secs] 9572302K->9134390K(11361088K), 0.0766880 secs] [Times: user=0.58 sys=0.01, real=0.08 secs] 
21588.368: [GC 21588.368: [ParNew: 436432K->24601K(471872K), 0.0655100 secs] 9553846K->9142015K(11361088K), 0.0658160 secs] [Times: user=0.59 sys=0.01, real=0.07 secs] 
21589.288: [GC 21589.289: [ParNew: 444057K->41727K(471872K), 0.0549600 secs] 9561471K->9159140K(11361088K), 0.0552480 secs] [Times: user=0.63 sys=0.00, real=0.06 secs] 
21590.050: [GC 21590.050: [ParNew: 461183K->52247K(471872K), 0.1116860 secs] 9578596K->9187469K(11361088K), 0.1120170 secs] [Times: user=0.61 sys=0.04, real=0.11 secs] 
21590.778: [GC 21590.778: [ParNew: 471703K->51676K(471872K), 0.1148150 secs] 9606925K->9204818K(11361088K), 0.1150600 secs] [Times: user=0.63 sys=0.07, real=0.12 secs] 
21591.689: [GC 21591.690: [ParNew: 471132K->52416K(471872K), 0.1399510 secs] 9624274K->9226541K(11361088K), 0.1402520 secs] [Times: user=0.70 sys=0.06, real=0.14 secs] 
21593.008: [GC 21593.008: [ParNew: 471872K->52416K(471872K), 0.2251620 secs] 9645997K->9252932K(11361088K), 0.2254300 secs] [Times: user=0.87 sys=0.05, real=0.23 secs] 
21598.772: [GC 21598.772: [ParNew: 471872K->52415K(471872K), 0.2951250 secs] 9672388K->9296251K(11361088K), 0.2953840 secs] [Times: user=0.91 sys=0.16, real=0.29 secs] 
21612.213: [GC 21612.214: [ParNew: 471871K->18701K(471872K), 0.0748890 secs] 9715707K->9262537K(11361088K), 0.0751660 secs] [Times: user=0.59 sys=0.01, real=0.07 secs] 
21618.243: [GC 21618.244: [ParNew: 438157K->24670K(471872K), 0.1134000 secs] 9681993K->9268505K(11361088K), 0.1136940 secs] [Times: user=0.62 sys=0.01, real=0.11 secs] 
21625.685: [GC 21625.685: [ParNew: 444126K->41917K(471872K), 0.0622570 secs] 9687961K->9285753K(11361088K), 0.0625370 secs] [Times: user=0.59 sys=0.00, real=0.06 secs] 
21630.198: [GC 21630.198: [ParNew: 461373K->41244K(471872K), 0.1683480 secs] 9705209K->9317074K(11361088K), 0.1686110 secs] [Times: user=0.70 sys=0.07, real=0.17 secs] 
21633.223: [GC 21633.223: [ParNew: 460700K->52416K(471872K), 0.1606580 secs] 9736530K->9357168K(11361088K), 0.1609920 secs] [Times: user=0.89 sys=0.10, real=0.16 secs] 
21640.559: [GC 21640.559: [ParNew: 471872K->52416K(471872K), 0.3037560 secs] 9776624K->9415696K(11361088K), 0.3040450 secs] [Times: user=0.89 sys=0.13, real=0.30 secs] 
21652.206: [GC 21652.206: [ParNew: 471872K->42661K(471872K), 0.0607030 secs] 9835152K->9405941K(11361088K), 0.0621690 secs] [Times: user=0.65 sys=0.00, real=0.06 secs] 
21661.164: [GC 21661.164: [ParNew: 462117K->34538K(471872K), 0.1331490 secs] 9825397K->9421645K(11361088K), 0.1334140 secs] [Times: user=0.58 sys=0.07, real=0.14 secs] 
21673.720: [GC 21673.720: [ParNew: 453994K->24294K(471872K), 0.0684120 secs] 9841101K->9411401K(11361088K), 0.0687040 secs] [Times: user=0.59 sys=0.01, real=0.07 secs] 
21682.393: [GC 21682.393: [ParNew: 443750K->52416K(471872K), 0.2292580 secs] 9830857K->9476995K(11361088K), 0.2295420 secs] [Times: user=1.07 sys=0.09, real=0.23 secs] 
21692.072: [GC 21692.072: [ParNew: 471872K->52415K(471872K), 0.3009230 secs] 9896451K->9532396K(11361088K), 0.3012200 secs] [Times: user=0.85 sys=0.15, real=0.30 secs] 
21702.545: [GC 21702.545: [ParNew: 471674K->23788K(471872K), 0.0585870 secs] 9951654K->9503769K(11361088K), 0.0588490 secs] [Times: user=0.54 sys=0.01, real=0.06 secs] 
21710.946: [GC 21710.946: [ParNew: 443244K->48155K(471872K), 0.0825450 secs] 9923225K->9528136K(11361088K), 0.0828120 secs] [Times: user=0.68 sys=0.00, real=0.08 secs] 
21717.902: [GC 21717.902: [ParNew: 467611K->48899K(471872K), 0.2226120 secs] 9947592K->9563492K(11361088K), 0.2229160 secs] [Times: user=0.75 sys=0.10, real=0.22 secs] 
21724.472: [GC 21724.472: [ParNew: 468355K->44090K(471872K), 0.0681560 secs] 9982948K->9558683K(11361088K), 0.0684390 secs] [Times: user=0.66 sys=0.00, real=0.06 secs] 
21731.956: [GC 21731.956: [ParNew: 463546K->45285K(471872K), 0.1656500 secs] 9978139K->9592123K(11361088K), 0.1659390 secs] [Times: user=0.68 sys=0.08, real=0.16 secs] 
21739.652: [GC 21739.652: [ParNew: 464741K->33660K(471872K), 0.1513810 secs] 10011579K->9605975K(11361088K), 0.1516950 secs] [Times: user=0.62 sys=0.06, real=0.16 secs] 
21747.591: [GC 21747.591: [ParNew: 453116K->27126K(471872K), 0.0667390 secs] 10025431K->9599440K(11361088K), 0.0670380 secs] [Times: user=0.62 sys=0.00, real=0.07 secs] 
21754.524: [GC 21754.524: [ParNew: 446582K->43831K(471872K), 0.0526550 secs] 10018896K->9616145K(11361088K), 0.0529260 secs] [Times: user=0.58 sys=0.00, real=0.06 secs] 
21763.617: [GC 21763.618: [ParNew: 463287K->41215K(471872K), 0.1067600 secs] 10035601K->9630334K(11361088K), 0.1070960 secs] [Times: user=0.50 sys=0.05, real=0.10 secs] 
21768.718: [GC 21768.718: [ParNew: 460671K->37728K(471872K), 0.0749990 secs] 10049790K->9626847K(11361088K), 0.0752610 secs] [Times: user=0.67 sys=0.00, real=0.07 secs] 
21774.607: [GC 21774.607: [ParNew: 457184K->42701K(471872K), 0.1406430 secs] 10046303K->9647015K(11361088K), 0.1409380 secs] [Times: user=0.86 sys=0.06, real=0.15 secs] 
21777.400: [GC 21777.400: [ParNew: 462157K->52415K(471872K), 0.0951290 secs] 10066471K->9659958K(11361088K), 0.0954430 secs] [Times: user=1.08 sys=0.02, real=0.09 secs] 
21786.207: [GC 21786.207: [ParNew: 471871K->41820K(471872K), 0.1663980 secs] 10079414K->9684624K(11361088K), 0.1666630 secs] [Times: user=0.60 sys=0.09, real=0.17 secs] 
21789.706: [GC 21789.706: [ParNew: 461276K->30178K(471872K), 0.0677630 secs] 10104080K->9672982K(11361088K), 0.0680540 secs] [Times: user=0.58 sys=0.01, real=0.07 secs] 
21792.406: [GC 21792.406: [ParNew: 449634K->52416K(471872K), 0.1165490 secs] 10092438K->9698315K(11361088K), 0.1168120 secs] [Times: user=1.16 sys=0.00, real=0.12 secs] 
21800.101: [GC 21800.102: [ParNew: 471872K->44392K(471872K), 0.1445640 secs] 10117771K->9709761K(11361088K), 0.1448520 secs] [Times: user=0.58 sys=0.04, real=0.14 secs] 
21801.904: [GC 21801.904: [ParNew: 463848K->52416K(471872K), 0.0732880 secs] 10129217K->9721092K(11361088K), 0.0735550 secs] [Times: user=0.68 sys=0.01, real=0.07 secs] 
21802.859: [GC 21802.859: [ParNew: 471872K->52416K(471872K), 0.2355420 secs] 10140548K->9772236K(11361088K), 0.2358030 secs] [Times: user=0.90 sys=0.18, real=0.24 secs] 
21803.953: [GC 21803.953: [ParNew: 471872K->43258K(471872K), 0.0570850 secs] 10191692K->9763079K(11361088K), 0.0573590 secs] [Times: user=0.68 sys=0.01, real=0.06 secs] 
21804.752: [GC 21804.752: [ParNew: 462714K->52416K(471872K), 0.1385070 secs] 10182535K->9792227K(11361088K), 0.1387850 secs] [Times: user=0.63 sys=0.05, real=0.14 secs] 
21806.093: [GC 21806.093: [ParNew: 471872K->52416K(471872K), 0.2441950 secs] 10211683K->9822280K(11361088K), 0.2444640 secs] [Times: user=0.90 sys=0.05, real=0.24 secs] 
21816.161: [GC 21816.161: [ParNew: 471872K->47585K(471872K), 0.2966770 secs] 10241736K->9860904K(11361088K), 0.2969480 secs] [Times: user=0.90 sys=0.15, real=0.30 secs] 
21826.132: [GC 21826.132: [ParNew: 467041K->24534K(471872K), 0.0955930 secs] 10280360K->9837853K(11361088K), 0.0958800 secs] [Times: user=0.65 sys=0.01, real=0.10 secs] 
21831.492: [GC 21831.492: [ParNew: 443990K->34505K(471872K), 0.2644870 secs] 10257309K->9847823K(11361088K), 0.2647640 secs] [Times: user=3.28 sys=0.00, real=0.27 secs] 
21840.268: [GC 21840.268: [ParNew: 453961K->41878K(471872K), 0.1331650 secs] 10267279K->9862346K(11361088K), 0.1334500 secs] [Times: user=1.25 sys=0.02, real=0.13 secs] 
21844.477: [GC 21844.477: [ParNew: 461334K->31146K(471872K), 0.0911450 secs] 10281802K->9864039K(11361088K), 0.0914340 secs] [Times: user=0.59 sys=0.05, real=0.09 secs] 
21845.576: [GC 21845.576: [ParNew: 450602K->30271K(471872K), 0.0662670 secs] 10283495K->9863164K(11361088K), 0.0665660 secs] [Times: user=0.64 sys=0.00, real=0.06 secs] 
21846.571: [GC 21846.571: [ParNew: 449727K->52040K(471872K), 0.0664130 secs] 10282620K->9884933K(11361088K), 0.0666620 secs] [Times: user=0.70 sys=0.00, real=0.07 secs] 
21847.481: [GC 21847.481: [ParNew: 471496K->52416K(471872K), 0.1153770 secs] 10304389K->9905982K(11361088K), 0.1156390 secs] [Times: user=0.70 sys=0.07, real=0.12 secs] 
21848.163: [GC 21848.163: [ParNew: 471872K->52415K(471872K), 0.1425340 secs] 10325438K->9925958K(11361088K), 0.1427930 secs] [Times: user=0.64 sys=0.06, real=0.15 secs] 
21848.898: [GC 21848.898: [ParNew: 471871K->49973K(471872K), 0.1084040 secs] 10345414K->9939430K(11361088K), 0.1086710 secs] [Times: user=0.64 sys=0.06, real=0.11 secs] 
21852.679: [GC 21852.679: [ParNew: 469429K->52416K(471872K), 0.2435960 secs] 10358886K->9971695K(11361088K), 0.2438720 secs] [Times: user=0.85 sys=0.08, real=0.24 secs] 
21854.604: [GC 21854.604: [ParNew: 471872K->52416K(471872K), 0.1566550 secs] 10391151K->9995045K(11361088K), 0.1569230 secs] [Times: user=0.83 sys=0.07, real=0.16 secs] 
21858.613: [GC 21858.613: [ParNew: 471872K->52416K(471872K), 0.2819030 secs] 10414501K->10028079K(11361088K), 0.2821710 secs] [Times: user=1.21 sys=0.11, real=0.28 secs] 
21861.357: [GC 21861.358: [ParNew: 471872K->52416K(471872K), 0.1090930 secs] 10447535K->10036837K(11361088K), 0.1093350 secs] [Times: user=0.68 sys=0.00, real=0.11 secs] 
21865.264: [GC 21865.264: [ParNew: 471872K->52416K(471872K), 0.1573330 secs] 10456293K->10063222K(11361088K), 0.1576180 secs] [Times: user=0.66 sys=0.06, real=0.16 secs] 
21869.941: [GC 21869.942: [ParNew: 471835K->52416K(471872K), 0.1543120 secs] 10482641K->10088913K(11361088K), 0.1546050 secs] [Times: user=0.79 sys=0.05, real=0.15 secs] 
21870.098: [GC [1 CMS-initial-mark: 10036497K(10889216K)] 10089169K(11361088K), 0.1052800 secs] [Times: user=0.11 sys=0.00, real=0.10 secs] 
21870.203: [CMS-concurrent-mark-start]
21872.984: [CMS-concurrent-mark: 2.718/2.780 secs] [Times: user=12.52 sys=0.13, real=2.78 secs] 
21872.984: [CMS-concurrent-preclean-start]
21873.023: [CMS-concurrent-preclean: 0.039/0.039 secs] [Times: user=0.07 sys=0.00, real=0.04 secs] 
21873.023: [CMS-concurrent-abortable-preclean-start]
21874.408: [GC 21874.408: [ParNew: 471872K->49597K(471872K), 0.2111230 secs] 10508369K->10135173K(11361088K), 0.2113940 secs] [Times: user=0.95 sys=0.13, real=0.21 secs] 
21876.870: [CMS-concurrent-abortable-preclean: 2.267/3.847 secs] [Times: user=5.85 sys=0.38, real=3.85 secs] 
