2629:   /opt/jboss/jdk15/bin/java -Dprogram.name=run.sh -server -Xms1024m -Xmx1024m -Xmn256m -Xss256k -XX:PermSize=256m -XX:MaxPermSize=256m -XX:+UseParallelGC -XX:+UseParallelOldGC -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+PrintHeapAtGC -XX:+PrintTenuringDistribution -XX:+DisableExplicitGC -Djboss.platform.mbeanserver -Djava.awt.headless=true
Address           Kbytes     RSS   Dirty Mode   Mapping
00002aaab75c2000     400     324       0 r-xs-  jboss-common.jar
00002aaab7626000     264     232       0 r-xs-  jboss-system.jar
00002aaab7668000     368     340       0 r-xs-  jboss-xml-binding.jar
00002aaab76c4000      24      20       0 r-x--  libmanagement.so
00002aaab76ca000    1020       0       0 -----  libmanagement.so
00002aaab77c9000       8       8       8 rwx--  libmanagement.so
00002aaab77cb000      72      64       0 r-x--  libnet.so
00002aaab77dd000    1020       0       0 -----  libnet.so
00002aaab78dc000      12      12      12 rwx--  libnet.so
00002aaab78df000     212      16       0 r-xs-  hosts
00002aaab7914000      32      20       0 r-xs-  jboss-jaxrpc.jar
00002aaab791c000      80      56       0 r-xs-  jbossws-spi.jar
00002aaab7930000      40      20       0 r-xs-  jbossws-common.jar
00002aaab793a000      52      44       0 r-xs-  jbossws-framework.jar
00002aaab7947000      64      32       0 r-xs-  jboss-jaxws.jar
00002aaab7957000      28      12       0 r-xs-  jboss-saaj.jar
00002aaab795e000      72      56       0 r-xs-  activation.jar
00002aaab7970000      56      52       0 r-xs-  commons-logging.jar
00002aaab797e000     588     284       0 r-xs-  javassist.jar
00002aaab7a11000     408     140       0 r-xs-  mail.jar
00002aaab7a77000     892     352       0 r-xs-  jboss-remoting.jar
00002aaab7b56000      48      12       0 r-xs-  jboss-srp.jar
00002aaab7b62000      48      48       0 r-xs-  jnpserver.jar
00002aaab7b6e000      28       8       0 r-xs-  asm.jar
00002aaab7b75000      88      72       0 r-xs-  servlet-api.jar
00002aaab7b8b000      52      12       0 r-xs-  hibernate-validator.jar
00002aaab7b98000      48      12       0 r-xs-  commons-codec.jar
00002aaab7ba4000     552     216       0 r-xs-  jboss-messaging-client.jar
00002aaab7c2e000     416     168       0 r-xs-  jboss-j2ee.jar
00002aaab7c96000     348      52       0 r-xs-  log4j.jar
00002aaab7ced000      20      20       0 r-xs-  jboss-ejb3x.jar
00002aaab7cf2000     164      20       0 r-xs-  bsf.jar
00002aaab7d1b000    2180     140       0 r-xs-  hibernate3.jar
00002aaab7f3c000      44      44       0 r-xs-  tmp42648jboss-annotations-ejb3.jar
00002aaab7f47000       8       8       0 r-xs-  tmp42655jboss-bean-deployer.jar
00002aaab7f49000      60      60       0 r-xs-  tmp42656jboss-container.jar
00002aaab7f58000      20      20       0 r-xs-  tmp42657jboss-dependency.jar
00002aaab7f5d000     216     216       0 r-xs-  tmp42658jboss-microcontainer.jar
00002aaab7f93000       4       4       0 r-xs-  tmp42676jboss-web-cluster.aop
00002aaab7f94000      80      80       0 r-xs-  tmp42677jaxb-api.jar
00002aaab7fa8000       8       8       0 r-xs-  tmp42731jboss-ha-local-jdbc.rar
00002aaab7faa000       8       8       0 r-xs-  jboss-ha-local-jdbc.jar
00002aaab7fac000      12      12       0 r-xs-  tmp42732jboss-ha-xa-jdbc.rar
00002aaab7faf000       8       8       0 r-xs-  jboss-ha-xa-jdbc.jar
00002aaab7fb1000      12      12       0 r-xs-  tmp42733jboss-local-jdbc.rar
00002aaab7fb4000      12      12       0 r-xs-  jboss-local-jdbc.jar
00002aaab7fb7000      16      16       0 r-xs-  tmp42734jboss-xa-jdbc.rar
00002aaab7fbb000      16      16       0 r-xs-  jboss-xa-jdbc.jar
00002aaab7fbf000      80      80       0 r-xs-  tmp42735jms-ra.rar
00002aaab7fd3000      84      84       0 r-xs-  jms-ra.jar
00002aaab7fe8000      12      12       0 r-xs-  tmp42736mail-ra.rar
00002aaab7feb000      12      12       0 r-xs-  mail-ra.jar
00002aaab7fef000       8       8       0 r-xs-  bootstrap.jar
00002aaab7ff1000       8       8       0 r-xs-  case.jar
00002aaab8000000   65528   47400   47400 rwx--    [ anon ]
00002aaabbffe000       8       0       0 -----    [ anon ]
00002aaabc000000    3636     744       0 r-xs-  jt400.jar
00002aaabc38d000     712     472       0 r-xs-  jboss-cache-jdk50.jar
00002aaabc43f000      28      28       0 r-xs-  el-api.jar
00002aaabc446000       4       4       0 r-xs-  xmlentitymgr.jar
00002aaabc447000      32      32       0 r-xs-  jbossjta-integration.jar
00002aaabc44f000      36      36       0 r-xs-  jmx-adaptor-plugin.jar
00002aaabc458000      84      56       0 r-xs-  jsp-api.jar
00002aaabc46d000     280      28       0 r-xs-  cglib.jar
00002aaabc4b3000      56      28       0 r-xs-  jboss-monitoring.jar
00002aaabc4c1000     308      36       0 r-xs-  dom4j.jar
00002aaabc50e000      12      12       0 r-xs-  hsqldb-plugin.jar
00002aaabc511000     332      28       0 r-xs-  hibernate-annotations.jar
00002aaabc564000      84      84       0 r-xs-  joesnmp.jar
00002aaabc579000    2088     952       0 r-xs-  jboss.jar
00002aaabc783000     152     144       0 r-xs-  jboss-management.jar
00002aaabc7a9000      52      16       0 r-xs-  ejb3-persistence.jar
00002aaabc7b6000     232     164       0 r-xs-  bsh.jar
00002aaabc7f0000      16       8       0 r-xs-  jboss-hibernate.jar
00002aaabc7f4000      64      24       0 r-xs-  jboss-jsr88.jar
00002aaabc804000     112      16       0 r-xs-  hibernate-entitymanager.jar
00002aaabc820000    4608    1060       0 r-xs-  jacorb.jar
00002aaabcca0000     548      56       0 r-xs-  commons-collections.jar
00002aaabcd29000      56      12       0 r-xs-  hibernate-commons-annotations.jar
00002aaabcd37000     692     496       0 r-xs-  hsqldb.jar
00002aaabcde4000      64      64       0 r-xs-  jbossts-common.jar
00002aaabcdf4000       8       8       0 r-xs-  autonumber-plugin.jar
00002aaabcdf6000    1952    1392       0 r-xs-  ojdbc5.11.2.0.1.jar
00002aaabcfde000      16      16       0 r-xs-  jboss-jsr77.jar
00002aaabcfe2000     196     176       0 r-xs-  jboss-jca.jar
00002aaabd013000       4       4       0 r-xs-  scheduler-plugin.jar
00002aaabd014000      12      12       0 r-xs-  bsh-deployer.jar
00002aaabd017000     224      28       0 r-xs-  jaxen.jar
00002aaabd04f000    1952      76       0 r-xs-  ojdbc5.11.2.0.1.jar
00002aaabd237000     332     156       0 r-xs-  jboss-iiop.jar
00002aaabd28a000     260     216       0 r-xs-  jbossha.jar
00002aaabd2cb000      56      44       0 r-xs-  jboss-transaction.jar
00002aaabd2d9000      16       8       0 r-xs-  log4j-snmp-appender.jar
00002aaabd2dd000     348      20       0 r-xs-  antlr.jar
00002aaabd334000     120      20       0 r-xs-  jboss-vfs.jar
00002aaabd352000      24      12       0 r-xs-  bindingservice-plugin.jar
00002aaabd358000      72      44       0 r-xs-  avalon-framework.jar
00002aaabd36a000      12      12       0 r-xs-  jboss-remoting-int.jar
00002aaabd36d000      76      68       0 r-xs-  jbossws-jboss42.jar
00002aaabd380000      20      12       0 r-xs-  asm-attrs.jar
00002aaabd385000     212     116       0 r-xs-  commons-httpclient.jar
00002aaabd3ba000    2000     788       0 r-xs-  jgroups.jar
00002aaabd5ae000      48      12       0 r-xs-  scheduler-plugin.jar
00002aaabd5ba000      84      76       0 r-xs-  jboss-common-jdbc-wrapper.jar
00002aaabd5cf000     308     212       0 r-xs-  jbosssx.jar
00002aaabd61c000     540     420       0 r-xs-  jbossjta.jar
00002aaabd6a3000     124      36       0 r-xs-  jboss-serialization.jar
00002aaabd6c2000      12      12       0 r-xs-  properties-plugin.jar
00002aaabd6c5000     504      40       0 r-xs-  bcel.jar
00002aaabd743000    1088     420       0 r-xs-  jboss-messaging.jar
00002aaabd853000       8       8       0 r-xs-  mail-plugin.jar
00002aaabd855000     800     692       0 r-xs-  tmp42649jboss-ejb3.jar
00002aaabd91d000     908     892       0 r-xs-  tmp42650jboss-aop-jdk50.jar
00002aaabda00000     308     300       0 r-xs-  tmp42651jboss-aspect-library-jdk50.jar
00002aaabda4d000       8       8       0 r-xs-  tmp42652jrockit-pluggable-instrumentor.jar
00002aaabda4f000       8       8       0 r-xs-  tmp42653pluggable-instrumentor.jar
00002aaabda51000     380     380       0 r-xs-  tmp42654trove.jar
00002aaabdab0000    1312    1240       0 r-xs-  tmp42659jasper-jdt.jar
00002aaabdbf8000      48      44       0 r-xs-  tmp42660jbossweb-extras.jar
00002aaabdc04000     228     216       0 r-xs-  tmp42661jbossweb-service.jar
00002aaabdc3d000    2388    2208       0 r-xs-  tmp42662jbossweb.jar
00002aaabde92000      12      12       0 r-xs-  tmp42663jboss-faces.jar
00002aaabde95000     336     312       0 r-xs-  tmp42664jsf-api.jar
00002aaabdee9000     776     672       0 r-xs-  tmp42665jsf-impl.jar
00002aaabdfab000     420     404       0 r-xs-  tmp42666jstl.jar
00002aaabe014000     840     840       0 r-xs-  tmp42678jaxb-impl.jar
00002aaabe0e6000      28      28       0 r-xs-  tmp42679jboss-jaxb-intros.jar
00002aaabe0ed000      32      32       0 r-xs-  tmp42680jboss-jaxrpc.jar
00002aaabe0f5000      56      56       0 r-xs-  ann_lib.jar
00002aaabe103000      12      12       0 r-xs-  ann1_lib.jar
00002aaabe106000      80      80       0 r-xs-  prx_lib.jar
00002aaabe11a000      16      16       0 r-xs-  dpp_v1.jar
00002aaabe11e000      12      12       0 r-xs-  pr_v1_lib.jar
00002aaabe124000      28      28       0 r-xs-  tmp42691jboss-saaj.jar
00002aaabe12b000      24      24       0 r-xs-  dps_lib.jar
00002aaabe131000       4       4       0 r-xs-  slib_sclasses.jar
00002aaabe132000       4       4       0 r-xs-  tlib_sclasses.jar
00002aaabe133000       8       8       0 r-xs-  wlib_sclasses.jar
00002aaabe135000       4       4       0 r-xs-  base_sclasses.jar
00002aaabe136000       8       8       0 r-xs-  pub_sclasses.jar
00002aaabe138000      48      48       0 r-xs-  commons-codec-1.3.jar
00002aaabe14c000      64      64       0 r-xs-  tmp42686jboss-jaxws.jar
00002aaabe15c000      96      96       0 r-xs-  jdms-20.jar
00002aaabe174000      20      20       0 r-xs-  subclassloader.jar
00002aaabe1a3000    1336    1324       0 r-xs-  tmp42695jbossws-core.jar
00002aaabe331000      32      32       0 r-xs-  tmp42699jbossws-native.jar
00002aaabe379000      40      40       0 r-xs-  tmp42703policy.jar
00002aaabe383000      28      28       0 r-xs-  tmp42704stax-api.jar
00002aaabe38a000     188     164       0 r-xs-  tmp42705wsdl4j.jar
00002aaabe3b9000     472     472       0 r-xs-  tmp42706wstx.jar
00002aaabe42f000     284     280       0 r-xs-  tmp42707xmlsec.jar
00002aaabe476000      64      28       0 r-xs-  jboss-jaxws.jar
00002aaabe486000      32      16       0 r-xs-  jboss-jaxrpc.jar
00002aaabe48e000      28      12       0 r-xs-  jboss-saaj.jar
00002aaabe495000      80      16       0 r-xs-  jaxb-api.jar
00002aaabe4a9000     840      76       0 r-xs-  jaxb-impl.jar
00002aaabe57b000      40       8       0 r-xs-  policy.jar
00002aaabe585000      28      24       0 r-xs-  stax-api.jar
00002aaabe58c000     188      44       0 r-xs-  wsdl4j.jar
00002aaabe5bb000       8       8       0 r-xs-  tmp42708juddi-saaj.jar
00002aaabe5bd000      20      20       0 r-xs-  tmp42709juddi-service.jar
00002aaabe5c2000     736     716       0 r-xs-  tmp42710juddi.jar
00002aaabe67a000      84      84       0 r-xs-  tmp42711scout.jar
00002aaabe68f000     144     144       0 r-xs-  tmp42712console-mgr-classes.jar
00002aaabe6b3000    1272    1056       0 r-xs-  tmp42713jfreechart.jar
00002aaabe7f1000      64      64       0 r-xs-  tmp42714snmp-adaptor.jar
00002aaabe801000       4       4       0 r-x--  librmi.so
00002aaabe802000    1020       0       0 -----  librmi.so
00002aaabe901000       4       4       4 rwx--  librmi.so
00002aaabe902000      28      24       0 r-x--  libnio.so
00002aaabe909000    1020       0       0 -----  libnio.so
00002aaabea08000       8       8       8 rwx--  libnio.so
00002aaabea0a000    1864    1864       0 r-xs-  rel_sclasses.jar
00002aaabebdc000      64      64       0 r-xs-  rel_sactivation-1.1.jar
00002aaabebec000      72      72       0 r-xs-  rel_scommons-discovery-0.2.jar
00002aaabebfe000     348     348       0 r-xs-  rel_slog4j-1.2.9.jar
00002aaabec55000     160     120       0 r-xs-  rel_sofficemax-mercado-1.0.1.jar
00002aaabec7d000     316     272       0 r-xs-  rel_sofficemax-search-1.0.1.jar
00002aaabeccc000     148     148       0 r-xs-  rel_swsdl4j-1.6.2.jar
00002aaabecf1000    1188    1184       0 r-xs-  rel_sxercesImpl-2.8.1.jar
00002aaabee1a000     136     136       0 r-xs-  rel_scommons-validator-1.3.1.jar
00002aaabee3c000      64      64       0 r-xs-  rel_sjakarta-oro-2.0.8.jar
00002aaabee4c000     240     240       0 r-xs-  rel_scommons-lang-2.3.jar
00002aaabee88000     196     196       0 r-xs-  rel_saxiom-api-1.2.7.jar
00002aaabeeb9000     152     148       0 r-xs-  rel_saxiom-dom-1.2.7.jar
00002aaabeedf000     124     124       0 r-xs-  rel_saxiom-impl-1.2.7.jar
00002aaabeefe000    1564    1520       0 r-xs-  rel_saxis-mercado.jar
00002aaabf085000     760     760       0 r-xs-  rel_saxis2-adb-1.4.1.jar
00002aaabf143000      28      28       0 r-xs-  rel_saxis2-java2wsdl-1.4.1.jar
00002aaabf14a000     596     596       0 r-xs-  rel_saxis2-jaxws-1.4.1.jar
00002aaabf1df000      48      48       0 r-xs-  rel_saxis2-jaxws-api-1.4.1.jar
00002aaabf1eb000      16      16       0 r-xs-  rel_saxis2-jws-api-1.4.1.jar
00002aaabf1ef000    1264    1260       0 r-xs-  rel_saxis2-kernel-1.4.1.jar
00002aaabf32b000     740     672       0 r-xs-  rel_saxis2-metadata-1.4.1.jar
00002aaabf3e4000      12      12       0 r-xs-  rel_saxis2-mtompolicy-1.4.1.jar
00002aaabf3e7000      88      88       0 r-xs-  rel_saxis2-saaj-1.4.1.jar
00002aaabf3fd000      32      32       0 r-xs-  rel_saxis2-saaj-api-1.4.1.jar
00002aaabf405000     324     324       0 r-xs-  rel_sbackport-util-concurrent-3.1.jar
00002aaabf456000      52      52       0 r-xs-  rel_scommons-fileupload-1.2.jar
00002aaabf463000     300     300       0 r-xs-  rel_scommons-httpclient-3.1.jar
00002aaabf4ae000     168     168       0 r-xs-  rel_shttpcore-4.0-beta1.jar
00002aaabf4d8000     152     152       0 r-xs-  rel_shttpcore-nio-4.0-beta1.jar
00002aaabf4fe000     108     108       0 r-xs-  rel_scommons-io-1.4.jar
00002aaabf519000      52      52       0 r-xs-  rel_scommons-logging-1.1.jar
00002aaabf526000      32      32       0 r-xs-  rel_sgeronimo-spec-jms-1.1-rc4.jar
00002aaabf52e000     224     224       0 r-xs-  rel_sjaxen-1.1.1.jar
00002aaabf566000     380     380       0 r-xs-  rel_smail-1.4.jar
00002aaabf5c5000      36      36       0 r-xs-  rel_sneethi-2.0.4.jar
00002aaabf5ce000      32      32       0 r-xs-  rel_sgeronimo-stax-api__1.0__spec-1.0.1.jar
00002aaabf5d6000     148     140       0 r-xs-  rel_swoden-api-1.0M8.jar
00002aaabf5fb000     224     220       0 r-xs-  rel_swoden-impl-dom-1.0M8.jar
00002aaabf633000     508     508       0 r-xs-  rel_swstx-asl-3.2.4.jar
00002aaabf6b2000    2668    2668       0 r-xs-  rel_sxalan-2.7.0.jar
00002aaabf94d000     192     192       0 r-xs-  rel_sxml-apis-1.3.03.jar
00002aaabf97d000     140     140       0 r-xs-  rel_sXmlSchema-1.4.2.jar
00002aaabf9a0000     488     488       0 r-xs-  rel_client-1.0.jar
00002aaabfa1a000     624     624       0 r-xs-  rel_p-client-2.0.jar
00002aaabfab6000     300     300       0 r-xs-  rel_op-client-2.0.jar
00002aaabfb01000     564     564       0 r-xs-  rel_scertj.jar
00002aaabfb8e000     396     396       0 r-xs-  rel_sjsafe.jar
00002aaabfbf1000      36      36       0 r-xs-  rel_skmsclient.jar
00002aaabfbfa000       8       8       0 r-xs-  rel_somxsecurity-1-1.jar
00002aaabfbfc000     196     196       0 r-xs-  rel_ssslj.jar
00002aaabfc2d000     604     600       0 r-xs-  rel_shsqldb.jar
00002aaabfcc4000     228     228       0 r-xs-  rel_tev-client-1.0.jar
00002aaabfcfd000     284     284       0 r-xs-  rel_rblclient-1.0.jar
00002aaabfd44000     824     332       0 r-xs-  rel_scache.jar
00002aaabfe12000     152     152       0 r-xs-  rel_sjdom.jar
00002aaabfe38000      80      72       0 r-xs-  rel_sjsp-api.jar
00002aaabfe4c000     296     296       0 r-xs-  rel_stijms.jar
00002aaabfe96000     176     176       0 r-xs-  ris_sclasses.jar
00002aaabfec2000       4       4       0 r-xs-  ris_sresources.jar
00002aaabfec3000      12      12       0 r-xs-  ris_sOpenView.jar
00002aaabfec6000      84      84       0 r-xs-  ris_sjoesnmp.jar
00002aaabfedb000      68      68       0 r-xs-  ris_spintegration.jar
00002aaabfeec000      16      16       0 r-xs-  ris_sintegration.jar
00002aaabfef0000       4       4       0 r-xs-  ris_sfaults.jar
00002aaabfef1000      12      12       0 r-xs-  ris_srintegration.jar
00002aaabfef4000      36      36       0 r-xs-  ris_rbl-factory.jar
00002aaabfefd000     192     192       0 r-xs-  ris_rbl-client-1.0.jar
00002aaabff2d000     300     276       0 r-xs-  commons-httpclient-3.1.jar
00002aaabff78000      48      48       0 r-xs-  commons-codec-1.3.jar
00002aaac0000000   55500   41924   41924 rwx--    [ anon ]
00002aaac3633000   10036       0       0 -----    [ anon ]
00002aaac4000000  125896  125896       0 r-xs-  tmp42742relb2c.ear
00002aaacee74000    3636    3588       0 r-xs-  ris_sjt400.jar
00002aaacf201000     208     208       0 r-xs-  ris_address-client-1.0.jar
00002aaacf235000     700     700       0 r-xs-  ris_fulfillment-client-1.0.jar
00002aaacf2e4000     284     284       0 r-xs-  ris_inventory-client-1.0.jar
00002aaacf32b000      64      64       0 r-xs-  base_slib_sagent.jar
00002aaacf33b000    1596    1580       0 r-xs-  base_slib_sclasses.jar
00002aaacf4ca000       8       8       0 r-xs-  slib_sresources.jar
00002aaacf4cc000      76      76       0 r-xs-  slib_sclasses.jar
00002aaacf4df000      72      72       0 r-xs-  slib_sclasses.jar
00002aaacf4f1000     168     168       0 r-xs-  sresources.jar
00002aaacf51b000    3808    3784       0 r-xs-  sclasses.jar
00002aaacf8d3000     124     124       0 r-xs-  sclasses.jar
00002aaacf8f2000      60      60       0 r-xs-  sresources.jar
00002aaacf901000    3128    3100       0 r-xs-  sclasses.jar
00002aaacfc0f000      84      80       0 r-xs-  sresources.jar
00002aaacfc24000    3420    3404       0 r-xs-  sclasses.jar
00002aaacff7b000      60      48       0 r-xs-  suiresources.jar
00002aaacff8a000    3612    2956       0 r-xs-  suiclasses.jar
00002aaad0311000     396     396       0 r-xs-  sjhall.jar
00002aaad0374000     232     232       0 r-xs-  slib_sresources.jar
00002aaad03ae000   30848   30652       0 r-xs-  slib_sclasses.jar
00002aaad21ce000      28      28       0 r-xs-  slib_sice.jar
00002aaad21d5000     152     152       0 r-xs-  SolidDriver2.1.jar
00002aaad21fb000       4       4       0 r-xs-  flib_sclasses.jar
00002aaad21fc000       4       4       0 r-xs-  config.jar
00002aaad21fd000       4       4       0 r-xs-  config.jar
00002aaad21fe000     332     332       0 r-xs-  config.jar
00002aaad2251000       8       8       0 r-xs-  oca-ldap.jar
00002aaad2253000      20      20       0 r-xs-  uiconfig.jar
00002aaad2258000       8       8       0 r-xs-  config.jar
00002aaad225a000      20      20       0 r-xs-  targeting.jar
00002aaad225f000       4       4       0 r-xs-  oca-cms.jar
00002aaad2260000       8       8       0 r-xs-  oca-html.jar
00002aaad2262000       4       4       0 r-xs-  oca-xml.jar
00002aaad2263000     136     136       0 r-xs-  userprofiling.jar
00002aaad2285000      12      12       0 r-xs-  profile.jar
00002aaad2288000     156     156       0 r-xs-  config.jar
00002aaad22af000      28      28       0 r-xs-  dafconfig.jar
00002aaad22b6000       8       8       0 r-xs-  tomcatconfig.jar
00002aaad22b8000      12      12       0 r-xs-  config.jar
00002aaad22bb000      12      12       0 r-xs-  config.jar
00002aaad22be000     372     372       0 r-xs-  config.jar
00002aaad231b000       4       4       0 r-xs-  config.jar
00002aaad231c000      12      12       0 r-xs-  config.jar
00002aaad231f000       4       4       0 r-xs-  config.jar
00002aaad2320000      12      12       0 r-xs-  config.jar
00002aaad2323000      12      12       0 r-xs-  config.jar
00002aaad2326000     324     320       0 r-xs-  config.jar
00002aaad2377000       4       4       0 r-xs-  config.jar
00002aaad2378000       8       8       0 r-x--  libcommon.so
00002aaad237a000    1020       0       0 -----  libcommon.so
00002aaad2479000       4       4       4 rwx--  libcommon.so
00002aaad247a000     216     164       0 r-x--  libcommono.so
00002aaad24b0000    1024       0       0 -----  libcommono.so
00002aaad25b0000      24      16      16 rwx--  libcommono.so
00002aaad25b6000       4       4       4 rwx--    [ anon ]
00002aaad25b7000     136      52       0 r-x--  libazip.so
00002aaad25d9000    1020       0       0 -----  libazip.so
00002aaad26d8000      24      20      20 rwx--  libazip.so
00002aaad26de000      28      28      28 rwx--    [ anon ]
00002aaad27d0000     540     120       0 r-x--  libsetax.so
00002aaad2857000    1024       0       0 -----  libsetax.so
00002aaad2957000      48      32      32 rwx--  libsetax.so
00002aaad2963000    7896     216     216 rwx--    [ anon ]
00002aaad3119000     144      56       0 r-x--  libstep.so
00002aaad313d000    1020       0       0 -----  libstep.so
00002aaad323c000      24      16      16 rwx--  libstep.so
00002aaad3242000       4       4       4 rwx--    [ anon ]
00002aaad3243000     200     120       0 r-x--  libexcp.so
00002aaad3275000    1020       0       0 -----  libexcp.so
00002aaad3374000      32      24      24 rwx--  libexcp.so
00002aaad337c000      28       8       8 rwx--    [ anon ]
00002aaad3383000     944     936       0 r-xs-  jaxb-invoker.jar
00002aaad346f000      76      68       0 r-xs-  jaxb-api101.jar
00002aaad3482000     148     144       0 r-xs-  jaxb-impl104.jar
00002aaad34a7000    1636    1288       0 r-xs-  jaxb-libs104.jar
00002b2ed3ee8000       8       8       8 rwx--    [ anon ]
00002b2ed3ef4000       8       8       8 rwx--    [ anon ]
00002b2ed3ef6000    7004    5408       0 r-x--  libjvm.so
00002b2ed45cd000    1028       0       0 -----  libjvm.so
00002b2ed46ce000    1516     676     676 rwx--  libjvm.so
00002b2ed4849000     192     128     128 rwx--    [ anon ]
00002b2ed4879000       4       4       0 r-x--    [ anon ]
00002b2ed487a000       4       4       4 rwx--    [ anon ]
00002b2ed487b000      28      28       0 r-x--  libhpi.so
00002b2ed4882000    1028       0       0 -----  libhpi.so
00002b2ed4983000      12      12      12 rwx--  libhpi.so
00002b2ed4986000      32      32      32 rwxs-  2629
00002b2ed4990000      40      20       0 r-x--  libnss_files-2.5.so
00002b2ed499a000    2044       0       0 -----  libnss_files-2.5.so
00002b2ed4b99000       4       4       4 r-x--  libnss_files-2.5.so
00002b2ed4b9a000       4       4       4 rwx--  libnss_files-2.5.so
00002b2ed4b9b000      52      52       0 r-x--  libverify.so
00002b2ed4ba8000    1020       0       0 -----  libverify.so
00002b2ed4ca7000      12      12      12 rwx--  libverify.so
00002b2ed4caa000     144     128       0 r-x--  libjava.so
00002b2ed4cce000    1024       0       0 -----  libjava.so
00002b2ed4dce000      24      12      12 rwx--  libjava.so
00002b2ed4dd4000      56      48       0 r-x--  libzip.so
00002b2ed4de2000    1032       0       0 -----  libzip.so
00002b2ed4ee4000      16      16      16 rwx--  libzip.so
00002b2ed4ee8000    1172     860       0 r-xs-  xercesImpl.jar
00002b2ed500d000     188     148       0 r-xs-  serializer.jar
00002b2ed503c000    1676     824       0 r-xs-  xalan.jar
00002b2ed51df000   39072    7780       0 r-xs-  rt.jar
00002b2ed7807000     420     420     420 rwx--    [ anon ]
00002b2ed7870000     532     344       0 r-xs-  jsse.jar
00002b2ed78f5000      84      68       0 r-xs-  jce.jar
00002b2ed790a000    8636      60       0 r-xs-  charsets.jar
00002b2ed8179000   21824   21588   21588 rwx--    [ anon ]
00002b2ed96c9000   27328       0       0 rwx--    [ anon ]
00002b2edb179000     344     344     344 rwx--    [ anon ]
00002b2edb1cf000     424       0       0 rwx--    [ anon ]
00002b2edb240000  529536  394980  394980 rwx--    [ anon ]
00002b2efb760000  519040       0       0 rwx--    [ anon ]
00002b2f1b240000  263180  263164  263164 rwx--    [ anon ]
00002b2f2b343000    1012       0       0 rwx--    [ anon ]
00002b2f2b440000    1040    1040    1040 rwx--    [ anon ]
00002b2f2b544000    1012       0       0 rwx--    [ anon ]
00002b2f2b641000     512     512     512 rwx--    [ anon ]
00007ffff9dcd000      12       0       0 -----    [ anon ]
00007ffff9dd1000     240      64      64 rwx--    [ stack ]
00007ffff9ffd000      12       4       0 r-x--    [ anon ]
ffffffffff600000    8192       0       0 -----    [ anon ]
----------------  ------  ------  ------
total kB         2187704 1206516  947332
